"id","partner_id/id","icao","iata","elevation","aerodrome_type"
"aerodrome_FVGB","partner_FVGB","FVGB","","3294","small_airport"
"aerodrome_FVGD","partner_FVGD","FVGD","","3328","small_airport"
"aerodrome_FVGG","partner_FVGG","FVGG","","1665","small_airport"
"aerodrome_FVGO","partner_FVGO","FVGO","","4199","small_airport"
"aerodrome_FVGR","partner_FVGR","FVGR","","3333","small_airport"
"aerodrome_FVGT","partner_FVGT","FVGT","","3454","small_airport"
"aerodrome_FVGW","partner_FVGW","FVGW","","4660","small_airport"
"aerodrome_FVHA","partner_FVHA","FVHA","HRE","4887","large_airport"
"aerodrome_FVHP","partner_FVHP","FVHP","","5150","small_airport"
"aerodrome_FVHY","partner_FVHY","FVHY","","1420","small_airport"
"aerodrome_FVIN","partner_FVIN","FVIN","","4489","small_airport"
"aerodrome_FVIP","partner_FVIP","FVIP","","4800","small_airport"
"aerodrome_FVIT","partner_FVIT","FVIT","","3800","small_airport"
"aerodrome_FVKB","partner_FVKB","FVKB","KAB","1706","medium_airport"
"aerodrome_FVKK","partner_FVKK","FVKK","","4000","small_airport"
"aerodrome_FVKW","partner_FVKW","FVKW","","1620","small_airport"
"aerodrome_FVKZ","partner_FVKZ","FVKZ","","3300","small_airport"
"aerodrome_FVLA","partner_FVLA","FVLA","","4600","small_airport"
"aerodrome_FVLG","partner_FVLG","FVLG","","4200","small_airport"
"aerodrome_FVLS","partner_FVLS","FVLS","","1303","small_airport"
"aerodrome_FVLU","partner_FVLU","FVLU","","3240","small_airport"
"aerodrome_FVMA","partner_FVMA","FVMA","","5370","small_airport"
"aerodrome_FVMB","partner_FVMB","FVMB","","1240","small_airport"
"aerodrome_FVMC","partner_FVMC","FVMC","","3485","small_airport"
"aerodrome_FVMD","partner_FVMD","FVMD","","3240","small_airport"
"aerodrome_FVMF","partner_FVMF","FVMF","","3450","small_airport"
"aerodrome_FVMH","partner_FVMH","FVMH","MJW","930","small_airport"
"aerodrome_FVMK","partner_FVMK","FVMK","","4650","small_airport"
"aerodrome_FVML","partner_FVML","FVML","","1980","small_airport"
"aerodrome_FVMN","partner_FVMN","FVMN","","1300","small_airport"
"aerodrome_FVMS","partner_FVMS","FVMS","","1510","small_airport"
"aerodrome_FVMT","partner_FVMT","FVMT","","3950","medium_airport"
"aerodrome_FVMU","partner_FVMU","FVMU","UTA","3410","small_airport"
"aerodrome_FVMV","partner_FVMV","FVMV","MVZ","3595","medium_airport"
"aerodrome_FVMW","partner_FVMW","FVMW","","4579","small_airport"
"aerodrome_FVNY","partner_FVNY","FVNY","","1850","small_airport"
"aerodrome_FVOT","partner_FVOT","FVOT","","2450","small_airport"
"aerodrome_FVPL","partner_FVPL","FVPL","","4527","small_airport"
"aerodrome_FVRA","partner_FVRA","FVRA","","3250","small_airport"
"aerodrome_FVRB","partner_FVRB","FVRB","","2650","small_airport"
"aerodrome_FVRE","partner_FVRE","FVRE","","4200","small_airport"
"aerodrome_FVRF","partner_FVRF","FVRF","","1350","small_airport"
"aerodrome_FVRI","partner_FVRI","FVRI","","1660","small_airport"
"aerodrome_FVRT","partner_FVRT","FVRT","","1825","small_airport"
"aerodrome_FVRU","partner_FVRU","FVRU","","4560","small_airport"
"aerodrome_FVSC","partner_FVSC","FVSC","","3990","small_airport"
"aerodrome_FVSE","partner_FVSE","FVSE","","2790","small_airport"
"aerodrome_FVSH","partner_FVSH","FVSH","","3012","small_airport"
"aerodrome_FVSN","partner_FVSN","FVSN","","2891","small_airport"
"aerodrome_FVSV","partner_FVSV","FVSV","","3210","small_airport"
"aerodrome_FVSX","partner_FVSX","FVSX","","2900","small_airport"
"aerodrome_FVSY","partner_FVSY","FVSY","","4540","small_airport"
"aerodrome_FVTA","partner_FVTA","FVTA","","1630","small_airport"
"aerodrome_FVTB","partner_FVTB","FVTB","","1720","small_airport"
"aerodrome_FVTD","partner_FVTD","FVTD","","3600","small_airport"
"aerodrome_FVTE","partner_FVTE","FVTE","","4000","small_airport"
"aerodrome_FVTJ","partner_FVTJ","FVTJ","","1500","small_airport"
"aerodrome_FVTL","partner_FVTL","FVTL","GWE","4680","medium_airport"
"aerodrome_FVTS","partner_FVTS","FVTS","","3580","small_airport"
"aerodrome_FVTU","partner_FVTU","FVTU","","1940","small_airport"
"aerodrome_FVWD","partner_FVWD","FVWD","","4600","small_airport"
"aerodrome_FVWN","partner_FVWN","FVWN","HWN","3543","medium_airport"
"aerodrome_FVWT","partner_FVWT","FVWT","WKI","2500","small_airport"
"aerodrome_FVYB","partner_FVYB","FVYB","","","small_airport"
"aerodrome_FVYT","partner_FVYT","FVYT","","4400","small_airport"
"aerodrome_FVZC","partner_FVZC","FVZC","","3975","small_airport"
"aerodrome_FVZK","partner_FVZK","FVZK","","2550","small_airport"
"aerodrome_FWB","partner_FWB","FWB","","1348","small_airport"
"aerodrome_FWBG","partner_FWBG","FWBG","","302","small_airport"
"aerodrome_FWCB","partner_FWCB","FWCB","","1611","small_airport"
"aerodrome_FWCD","partner_FWCD","FWCD","CEH","7759","small_airport"
"aerodrome_FWCL","partner_FWCL","FWCL","BLZ","2555","medium_airport"
"aerodrome_FWCM","partner_FWCM","FWCM","CMK","1587","small_airport"
"aerodrome_FWCS","partner_FWCS","FWCS","","4301","small_airport"
"aerodrome_FWCT","partner_FWCT","FWCT","","4270","small_airport"
"aerodrome_FWDW","partner_FWDW","FWDW","DWA","1605","medium_airport"
"aerodrome_FWDZ","partner_FWDZ","FWDZ","","5240","closed"
"aerodrome_FWKA","partner_FWKA","FWKA","KGJ","1765","medium_airport"
"aerodrome_FWKB","partner_FWKB","FWKB","","3986","closed"
"aerodrome_FWKG","partner_FWKG","FWKG","KBQ","3470","small_airport"
"aerodrome_FWKI","partner_FWKI","FWKI","LLW","4035","medium_airport"
"aerodrome_FWKK","partner_FWKK","FWKK","","1720","small_airport"
"aerodrome_FWLE","partner_FWLE","FWLE","","3722","small_airport"
"aerodrome_FWLK","partner_FWLK","FWLK","LIX","1600","small_airport"
"aerodrome_FWLP","partner_FWLP","FWLP","","3326","small_airport"
"aerodrome_FWMC","partner_FWMC","FWMC","","3901","small_airport"
"aerodrome_FWMG","partner_FWMG","FWMG","MAI","1580","medium_airport"
"aerodrome_FWMY","partner_FWMY","FWMY","MYZ","1580","small_airport"
"aerodrome_FWMZ","partner_FWMZ","FWMZ","","4440","small_airport"
"aerodrome_FWNB","partner_FWNB","FWNB","","450","small_airport"
"aerodrome_FWSJ","partner_FWSJ","FWSJ","","200","small_airport"
"aerodrome_FWSM","partner_FWSM","FWSM","LMB","1688","small_airport"
"aerodrome_FWSU","partner_FWSU","FWSU","","230","small_airport"
"aerodrome_FWTK","partner_FWTK","FWTK","","1725","small_airport"
"aerodrome_FWUU","partner_FWUU","FWUU","ZZU","4115","medium_airport"
"aerodrome_FWZA","partner_FWZA","FWZA","","2650","small_airport"
"aerodrome_FXBB","partner_FXBB","FXBB","","7100","small_airport"
"aerodrome_FXKA","partner_FXKA","FXKA","","7000","small_airport"
"aerodrome_FXKB","partner_FXKB","FXKB","","7000","small_airport"
"aerodrome_FXLK","partner_FXLK","FXLK","LEF","6000","small_airport"
"aerodrome_FXLR","partner_FXLR","FXLR","LRB","5350","small_airport"
"aerodrome_FXLS","partner_FXLS","FXLS","LES","7130","small_airport"
"aerodrome_FXLT","partner_FXLT","FXLT","","10400","small_airport"
"aerodrome_FXM","partner_FXM","FXM","","20","small_airport"
"aerodrome_FXMA","partner_FXMA","FXMA","","6200","small_airport"
"aerodrome_FXMF","partner_FXMF","FXMF","MFC","5350","small_airport"
"aerodrome_FXMH","partner_FXMH","FXMH","","5146","small_airport"
"aerodrome_FXMK","partner_FXMK","FXMK","MKH","7200","small_airport"
"aerodrome_FXML","partner_FXML","FXML","","8267","small_airport"
"aerodrome_FXMM","partner_FXMM","FXMM","MSU","5348","medium_airport"
"aerodrome_FXMN","partner_FXMN","FXMN","","7100","small_airport"
"aerodrome_FXMP","partner_FXMP","FXMP","","7294","small_airport"
"aerodrome_FXMS","partner_FXMS","FXMS","","7300","small_airport"
"aerodrome_FXMT","partner_FXMT","FXMT","","6300","small_airport"
"aerodrome_FXMU","partner_FXMU","FXMU","","5105","small_airport"
"aerodrome_FXMV","partner_FXMV","FXMV","","6150","small_airport"
"aerodrome_FXNH","partner_FXNH","FXNH","","5400","small_airport"
"aerodrome_FXNK","partner_FXNK","FXNK","NKU","5621","small_airport"
"aerodrome_FXPG","partner_FXPG","FXPG","PEL","7200","small_airport"
"aerodrome_FXQG","partner_FXQG","FXQG","UTG","5350","small_airport"
"aerodrome_FXQN","partner_FXQN","FXQN","UNE","6100","small_airport"
"aerodrome_FXSE","partner_FXSE","FXSE","","7300","small_airport"
"aerodrome_FXSH","partner_FXSH","FXSH","SHK","6500","small_airport"
"aerodrome_FXSK","partner_FXSK","FXSK","SKQ","5700","small_airport"
"aerodrome_FXSM","partner_FXSM","FXSM","SOK","7200","small_airport"
"aerodrome_FXSS","partner_FXSS","FXSS","SHZ","7000","small_airport"
"aerodrome_FXST","partner_FXST","FXST","","6800","small_airport"
"aerodrome_FXTA","partner_FXTA","FXTA","THB","7500","small_airport"
"aerodrome_FXTB","partner_FXTB","FXTB","","5600","small_airport"
"aerodrome_FXTK","partner_FXTK","FXTK","TKO","7000","small_airport"
"aerodrome_FYAA","partner_FYAA","FYAA","AIW","2000","small_airport"
"aerodrome_FYAB","partner_FYAB","FYAB","","3235","small_airport"
"aerodrome_FYAK","partner_FYAK","FYAK","","970","small_airport"
"aerodrome_FYAM","partner_FYAM","FYAM","","4012","small_airport"
"aerodrome_FYAR","partner_FYAR","FYAR","ADI","1905","medium_airport"
"aerodrome_FYAS","partner_FYAS","FYAS","","4856","small_airport"
"aerodrome_FYAV","partner_FYAV","FYAV","","2549","small_airport"
"aerodrome_FYBC","partner_FYBC","FYBC","","3260","small_airport"
"aerodrome_FYBJ","partner_FYBJ","FYBJ","","4167","small_airport"
"aerodrome_FYEK","partner_FYEK","FYEK","","4892","small_airport"
"aerodrome_FYEN","partner_FYEN","FYEN","","3660","small_airport"
"aerodrome_FYGB","partner_FYGB","FYGB","GOG","4731","small_airport"
"aerodrome_FYGC","partner_FYGC","FYGC","","3714","small_airport"
"aerodrome_FYGF","partner_FYGF","FYGF","GFY","4636","medium_airport"
"aerodrome_FYGK","partner_FYGK","FYGK","","857","small_airport"
"aerodrome_FYGL","partner_FYGL","FYGL","","4226","small_airport"
"aerodrome_FYGV","partner_FYGV","FYGV","","4370","small_airport"
"aerodrome_FYHH","partner_FYHH","FYHH","","4603","small_airport"
"aerodrome_FYHI","partner_FYHI","FYHI","HAL","3639","small_airport"
"aerodrome_FYHS","partner_FYHS","FYHS","","2313","small_airport"
"aerodrome_FYIA","partner_FYIA","FYIA","","4012","small_airport"
"aerodrome_FYKA","partner_FYKA","FYKA","","3829","small_airport"
"aerodrome_FYKB","partner_FYKB","FYKB","KAS","3275","small_airport"
"aerodrome_FYKD","partner_FYKD","FYKD","","5059","small_airport"
"aerodrome_FYKE","partner_FYKE","FYKE","","3182","small_airport"
"aerodrome_FYKJ","partner_FYKJ","FYKJ","","4259","small_airport"
"aerodrome_FYKM","partner_FYKM","FYKM","MPA","3144","small_airport"
"aerodrome_FYKT","partner_FYKT","FYKT","KMP","3506","medium_airport"
"aerodrome_FYLS","partner_FYLS","FYLS","LHU","3143","small_airport"
"aerodrome_FYLZ","partner_FYLZ","FYLZ","LUD","457","medium_airport"
"aerodrome_FYMB","partner_FYMB","FYMB","","20","small_airport"
"aerodrome_FYME","partner_FYME","FYME","MJO","5000","small_airport"
"aerodrome_FYMG","partner_FYMG","FYMG","MQG","5125","small_airport"
"aerodrome_FYMH","partner_FYMH","FYMH","","4511","small_airport"
"aerodrome_FYML","partner_FYML","FYML","","3650","medium_airport"
"aerodrome_FYMO","partner_FYMO","FYMO","OKU","3665","small_airport"
"aerodrome_FYNA","partner_FYNA","FYNA","NNI","3579","small_airport"
"aerodrome_FYOA","partner_FYOA","FYOA","OND","3599","medium_airport"
"aerodrome_FYOE","partner_FYOE","FYOE","OMG","3346","small_airport"
"aerodrome_FYOG","partner_FYOG","FYOG","OMD","14","medium_airport"
"aerodrome_FYOH","partner_FYOH","FYOH","","","small_airport"
"aerodrome_FYOJ","partner_FYOJ","FYOJ","","4334","small_airport"
"aerodrome_FYOM","partner_FYOM","FYOM","","3993","small_airport"
"aerodrome_FYON","partner_FYON","FYON","","4321","small_airport"
"aerodrome_FYOO","partner_FYOO","FYOO","OKF","3911","small_airport"
"aerodrome_FYOP","partner_FYOP","FYOP","OPW","3770","small_airport"
"aerodrome_FYOS","partner_FYOS","FYOS","OHI","3616","small_airport"
"aerodrome_FYOU","partner_FYOU","FYOU","","3625","small_airport"
"aerodrome_FYOW","partner_FYOW","FYOW","OTJ","4859","small_airport"
"aerodrome_FYPO","partner_FYPO","FYPO","","4177","small_airport"
"aerodrome_FYRC","partner_FYRC","FYRC","","3765","small_airport"
"aerodrome_FYRP","partner_FYRP","FYRP","","1274","closed"
"aerodrome_FYRR","partner_FYRR","FYRR","","2100","small_airport"
"aerodrome_FYRU","partner_FYRU","FYRU","NDU","3627","medium_airport"
"aerodrome_FYSA","partner_FYSA","FYSA","RHN","1870","small_airport"
"aerodrome_FYSL","partner_FYSL","FYSL","","2844","small_airport"
"aerodrome_FYSM","partner_FYSM","FYSM","SWP","207","small_airport"
"aerodrome_FYSN","partner_FYSN","FYSN","","4449","small_airport"
"aerodrome_FYSO","partner_FYSO","FYSO","","3488","small_airport"
"aerodrome_FYSP","partner_FYSP","FYSP","","3819","small_airport"
"aerodrome_FYSS","partner_FYSS","FYSS","SZM","2454","small_airport"
"aerodrome_FYST","partner_FYST","FYST","","4019","small_airport"
"aerodrome_FYTE","partner_FYTE","FYTE","TCY","32","small_airport"
"aerodrome_FYTK","partner_FYTK","FYTK","","3780","small_airport"
"aerodrome_FYTM","partner_FYTM","FYTM","TSB","4353","medium_airport"
"aerodrome_FYUS","partner_FYUS","FYUS","","2644","small_airport"
"aerodrome_FYWB","partner_FYWB","FYWB","WVB","299","medium_airport"
"aerodrome_FYWD","partner_FYWD","FYWD","","3271","small_airport"
"aerodrome_FYWE","partner_FYWE","FYWE","ERS","5575","medium_airport"
"aerodrome_FYWH","partner_FYWH","FYWH","WDH","5640","large_airport"
"aerodrome_FYWI","partner_FYWI","FYWI","","4800","small_airport"
"aerodrome_FYXX","partner_FYXX","FYXX","","3058","small_airport"
"aerodrome_FZAA","partner_FZAA","FZAA","FIH","1027","large_airport"
"aerodrome_FZAB","partner_FZAB","FZAB","NLO","915","medium_airport"
"aerodrome_FZAD","partner_FZAD","FZAD","","1660","small_airport"
"aerodrome_FZAE","partner_FZAE","FZAE","","1017","small_airport"
"aerodrome_FZAF","partner_FZAF","FZAF","","2297","small_airport"
"aerodrome_FZAG","partner_FZAG","FZAG","MNB","89","small_airport"
"aerodrome_FZAH","partner_FZAH","FZAH","","361","small_airport"
"aerodrome_FZAI","partner_FZAI","FZAI","","394","small_airport"
"aerodrome_FZAJ","partner_FZAJ","FZAJ","BOA","26","small_airport"
"aerodrome_FZAL","partner_FZAL","FZAL","LZI","722","small_airport"
"aerodrome_FZAM","partner_FZAM","FZAM","MAT","1115","small_airport"
"aerodrome_FZAN","partner_FZAN","FZAN","","741","small_airport"
"aerodrome_FZAP","partner_FZAP","FZAP","","1312","small_airport"
"aerodrome_FZAR","partner_FZAR","FZAR","NKL","1476","small_airport"
"aerodrome_FZAS","partner_FZAS","FZAS","","1968","small_airport"
"aerodrome_FZAU","partner_FZAU","FZAU","","7","small_airport"
"aerodrome_FZAW","partner_FZAW","FZAW","","1296","small_airport"
"aerodrome_FZAX","partner_FZAX","FZAX","","984","small_airport"
"aerodrome_FZAY","partner_FZAY","FZAY","","1148","small_airport"
"aerodrome_FZBA","partner_FZBA","FZBA","INO","1040","small_airport"
"aerodrome_FZBB","partner_FZBB","FZBB","","1476","small_airport"
"aerodrome_FZBC","partner_FZBC","FZBC","","1312","small_airport"
"aerodrome_FZBD","partner_FZBD","FZBD","","1150","small_airport"
"aerodrome_FZBE","partner_FZBE","FZBE","","1345","small_airport"
"aerodrome_FZBF","partner_FZBF","FZBF","","931","small_airport"
"aerodrome_FZBG","partner_FZBG","FZBG","","1148","small_airport"
"aerodrome_FZBH","partner_FZBH","FZBH","","1020","small_airport"
"aerodrome_FZBI","partner_FZBI","FZBI","NIO","1043","small_airport"
"aerodrome_FZBJ","partner_FZBJ","FZBJ","","1214","small_airport"
"aerodrome_FZBK","partner_FZBK","FZBK","","1181","small_airport"
"aerodrome_FZBL","partner_FZBL","FZBL","","1007","small_airport"
"aerodrome_FZBN","partner_FZBN","FZBN","","1411","small_airport"
"aerodrome_FZBO","partner_FZBO","FZBO","FDU","1063","medium_airport"
"aerodrome_FZBP","partner_FZBP","FZBP","","1158","small_airport"
"aerodrome_FZBQ","partner_FZBQ","FZBQ","","1201","small_airport"
"aerodrome_FZBS","partner_FZBS","FZBS","","1148","small_airport"
"aerodrome_FZBT","partner_FZBT","FZBT","KRZ","1013","small_airport"
"aerodrome_FZBU","partner_FZBU","FZBU","","1017","small_airport"
"aerodrome_FZBV","partner_FZBV","FZBV","","984","small_airport"
"aerodrome_FZBW","partner_FZBW","FZBW","","1309","small_airport"
"aerodrome_FZCA","partner_FZCA","FZCA","KKW","1572","medium_airport"
"aerodrome_FZCB","partner_FZCB","FZCB","IDF","2299","small_airport"
"aerodrome_FZCD","partner_FZCD","FZCD","","1312","small_airport"
"aerodrome_FZCE","partner_FZCE","FZCE","LUS","1365","small_airport"
"aerodrome_FZCF","partner_FZCF","FZCF","","3425","small_airport"
"aerodrome_FZCI","partner_FZCI","FZCI","","2493","small_airport"
"aerodrome_FZCK","partner_FZCK","FZCK","","3510","small_airport"
"aerodrome_FZCL","partner_FZCL","FZCL","","1476","small_airport"
"aerodrome_FZCM","partner_FZCM","FZCM","","1410","small_airport"
"aerodrome_FZCO","partner_FZCO","FZCO","","2297","small_airport"
"aerodrome_FZCP","partner_FZCP","FZCP","","1575","small_airport"
"aerodrome_FZCR","partner_FZCR","FZCR","","1312","small_airport"
"aerodrome_FZCS","partner_FZCS","FZCS","","1808","small_airport"
"aerodrome_FZCT","partner_FZCT","FZCT","","1526","small_airport"
"aerodrome_FZCU","partner_FZCU","FZCU","","1148","small_airport"
"aerodrome_FZCV","partner_FZCV","FZCV","MSM","1952","small_airport"
"aerodrome_FZCW","partner_FZCW","FZCW","","1312","small_airport"
"aerodrome_FZCX","partner_FZCX","FZCX","","1312","small_airport"
"aerodrome_FZCY","partner_FZCY","FZCY","","1398","small_airport"
"aerodrome_FZDA","partner_FZDA","FZDA","","1247","small_airport"
"aerodrome_FZDB","partner_FZDB","FZDB","","1640","small_airport"
"aerodrome_FZDD","partner_FZDD","FZDD","","2297","small_airport"
"aerodrome_FZDE","partner_FZDE","FZDE","","2461","small_airport"
"aerodrome_FZDF","partner_FZDF","FZDF","","2953","small_airport"
"aerodrome_FZDG","partner_FZDG","FZDG","","2231","small_airport"
"aerodrome_FZDH","partner_FZDH","FZDH","","1509","small_airport"
"aerodrome_FZDJ","partner_FZDJ","FZDJ","","2395","small_airport"
"aerodrome_FZDK","partner_FZDK","FZDK","","2133","small_airport"
"aerodrome_FZDL","partner_FZDL","FZDL","","1312","small_airport"
"aerodrome_FZDM","partner_FZDM","FZDM","","1476","small_airport"
"aerodrome_FZDN","partner_FZDN","FZDN","","1804","small_airport"
"aerodrome_FZDO","partner_FZDO","FZDO","","2297","small_airport"
"aerodrome_FZDP","partner_FZDP","FZDP","","1804","small_airport"
"aerodrome_FZDQ","partner_FZDQ","FZDQ","","1650","small_airport"
"aerodrome_FZDR","partner_FZDR","FZDR","","1210","small_airport"
"aerodrome_FZDS","partner_FZDS","FZDS","","2008","small_airport"
"aerodrome_FZDT","partner_FZDT","FZDT","","2559","small_airport"
"aerodrome_FZDU","partner_FZDU","FZDU","","2133","small_airport"
"aerodrome_FZDY","partner_FZDY","FZDY","","1280","small_airport"
"aerodrome_FZEA","partner_FZEA","FZEA","MDK","1040","medium_airport"
"aerodrome_FZEB","partner_FZEB","FZEB","","1253","small_airport"
"aerodrome_FZEI","partner_FZEI","FZEI","","1246","small_airport"
"aerodrome_FZEM","partner_FZEM","FZEM","","1220","small_airport"
"aerodrome_FZEN","partner_FZEN","FZEN","BSU","1217","small_airport"
"aerodrome_FZEO","partner_FZEO","FZEO","","1279","small_airport"
"aerodrome_FZEP","partner_FZEP","FZEP","","1295","small_airport"
"aerodrome_FZER","partner_FZER","FZER","","1312","small_airport"
"aerodrome_FZES","partner_FZES","FZES","","1227","small_airport"
"aerodrome_FZFA","partner_FZFA","FZFA","LIE","1125","small_airport"
"aerodrome_FZFB","partner_FZFB","FZFB","","1110","small_airport"
"aerodrome_FZFC","partner_FZFC","FZFC","","1279","small_airport"
"aerodrome_FZFD","partner_FZFD","FZFD","BDT","1509","medium_airport"
"aerodrome_FZFE","partner_FZFE","FZFE","","1499","small_airport"
"aerodrome_FZFF","partner_FZFF","FZFF","","1640","small_airport"
"aerodrome_FZFG","partner_FZFG","FZFG","","1647","small_airport"
"aerodrome_FZFH","partner_FZFH","FZFH","","1378","small_airport"
"aerodrome_FZFJ","partner_FZFJ","FZFJ","","1640","small_airport"
"aerodrome_FZFK","partner_FZFK","FZFK","GMA","1378","medium_airport"
"aerodrome_FZFL","partner_FZFL","FZFL","","1640","small_airport"
"aerodrome_FZFN","partner_FZFN","FZFN","","2331","small_airport"
"aerodrome_FZFP","partner_FZFP","FZFP","KLI","1801","small_airport"
"aerodrome_FZFQ","partner_FZFQ","FZFQ","","1969","small_airport"
"aerodrome_FZFR","partner_FZFR","FZFR","","1476","small_airport"
"aerodrome_FZFS","partner_FZFS","FZFS","","1640","small_airport"
"aerodrome_FZFT","partner_FZFT","FZFT","","1640","small_airport"
"aerodrome_FZFU","partner_FZFU","FZFU","BMB","","small_airport"
"aerodrome_FZFV","partner_FZFV","FZFV","","1476","small_airport"
"aerodrome_FZFW","partner_FZFW","FZFW","","1476","small_airport"
"aerodrome_FZGA","partner_FZGA","FZGA","LIQ","1509","medium_airport"
"aerodrome_FZGB","partner_FZGB","FZGB","","1312","small_airport"
"aerodrome_FZGC","partner_FZGC","FZGC","","1279","small_airport"
"aerodrome_FZGE","partner_FZGE","FZGE","","1476","small_airport"
"aerodrome_FZGF","partner_FZGF","FZGF","","1214","small_airport"
"aerodrome_FZGG","partner_FZGG","FZGG","","1457","small_airport"
"aerodrome_FZGH","partner_FZGH","FZGH","","1368","small_airport"
"aerodrome_FZGI","partner_FZGI","FZGI","","1427","small_airport"
"aerodrome_FZGN","partner_FZGN","FZGN","BNB","1168","small_airport"
"aerodrome_FZGT","partner_FZGT","FZGT","","1247","small_airport"
"aerodrome_FZGV","partner_FZGV","FZGV","IKL","1283","small_airport"
"aerodrome_FZGX","partner_FZGX","FZGX","","1282","small_airport"
"aerodrome_FZGY","partner_FZGY","FZGY","","1525","small_airport"
"aerodrome_FZIA","partner_FZIA","FZIA","","1289","small_airport"
"aerodrome_FZIC","partner_FZIC","FZIC","FKI","1417","medium_airport"
"aerodrome_FZIG","partner_FZIG","FZIG","","1591","small_airport"
"aerodrome_FZIK","partner_FZIK","FZIK","","1476","small_airport"
"aerodrome_FZIR","partner_FZIR","FZIR","YAN","1378","small_airport"
"aerodrome_FZIZ","partner_FZIZ","FZIZ","","1214","small_airport"
"aerodrome_FZJA","partner_FZJA","FZJA","","","closed"
"aerodrome_FZJB","partner_FZJB","FZJB","","2874","small_airport"
"aerodrome_FZJC","partner_FZJC","FZJC","","2378","small_airport"
"aerodrome_FZJD","partner_FZJD","FZJD","","2378","small_airport"
"aerodrome_FZJF","partner_FZJF","FZJF","","3051","small_airport"
"aerodrome_FZJH","partner_FZJH","FZJH","IRP","2438","medium_airport"
"aerodrome_FZJI","partner_FZJI","FZJI","","3199","small_airport"
"aerodrome_FZJK","partner_FZJK","FZJK","","2690","small_airport"
"aerodrome_FZJN","partner_FZJN","FZJN","","3272","small_airport"
"aerodrome_FZJR","partner_FZJR","FZJR","","4429","small_airport"
"aerodrome_FZKA","partner_FZKA","FZKA","BUX","4045","medium_airport"
"aerodrome_FZKB","partner_FZKB","FZKB","","2050","small_airport"
"aerodrome_FZKC","partner_FZKC","FZKC","","2555","small_airport"
"aerodrome_FZKF","partner_FZKF","FZKF","","4593","small_airport"
"aerodrome_FZKI","partner_FZKI","FZKI","","3642","small_airport"
"aerodrome_FZKJ","partner_FZKJ","FZKJ","BZU","1378","medium_airport"
"aerodrome_FZKN","partner_FZKN","FZKN","","1230","small_airport"
"aerodrome_FZKO","partner_FZKO","FZKO","","2133","small_airport"
"aerodrome_FZMA","partner_FZMA","FZMA","BKY","5643","medium_airport"
"aerodrome_FZMB","partner_FZMB","FZMB","RUE","5757","small_airport"
"aerodrome_FZMC","partner_FZMC","FZMC","","2400","small_airport"
"aerodrome_FZMD","partner_FZMD","FZMD","","1970","small_airport"
"aerodrome_FZMK","partner_FZMK","FZMK","","5249","small_airport"
"aerodrome_FZMP","partner_FZMP","FZMP","","2461","small_airport"
"aerodrome_FZMW","partner_FZMW","FZMW","","1837","small_airport"
"aerodrome_FZNA","partner_FZNA","FZNA","GOM","5089","medium_airport"
"aerodrome_FZNB","partner_FZNB","FZNB","","4589","small_airport"
"aerodrome_FZNC","partner_FZNC","FZNC","","3707","small_airport"
"aerodrome_FZNF","partner_FZNF","FZNF","","5906","small_airport"
"aerodrome_FZNI","partner_FZNI","FZNI","","3390","small_airport"
"aerodrome_FZNK","partner_FZNK","FZNK","","2297","small_airport"
"aerodrome_FZNP","partner_FZNP","FZNP","BNC","3517","small_airport"
"aerodrome_FZNQ","partner_FZNQ","FZNQ","","2000","small_airport"
"aerodrome_FZNR","partner_FZNR","FZNR","","3412","small_airport"
"aerodrome_FZOA","partner_FZOA","FZOA","KND","1630","medium_airport"
"aerodrome_FZOB","partner_FZOB","FZOB","","862","small_airport"
"aerodrome_FZOC","partner_FZOC","FZOC","","","small_airport"
"aerodrome_FZOD","partner_FZOD","FZOD","KLY","1808","small_airport"
"aerodrome_FZOE","partner_FZOE","FZOE","","2034","small_airport"
"aerodrome_FZOF","partner_FZOF","FZOF","","3281","small_airport"
"aerodrome_FZOG","partner_FZOG","FZOG","","1968","small_airport"
"aerodrome_FZOH","partner_FZOH","FZOH","","2018","small_airport"
"aerodrome_FZOJ","partner_FZOJ","FZOJ","","1378","small_airport"
"aerodrome_FZOK","partner_FZOK","FZOK","","1785","small_airport"
"aerodrome_FZOO","partner_FZOO","FZOO","","1804","small_airport"
"aerodrome_FZOP","partner_FZOP","FZOP","PUN","1742","small_airport"
"aerodrome_FZOQ","partner_FZOQ","FZOQ","","1738","small_airport"
"aerodrome_FZOR","partner_FZOR","FZOR","","1870","small_airport"
"aerodrome_FZOS","partner_FZOS","FZOS","","1863","small_airport"
"aerodrome_FZOT","partner_FZOT","FZOT","","2100","small_airport"
"aerodrome_FZPB","partner_FZPB","FZPB","","3871","small_airport"
"aerodrome_FZPC","partner_FZPC","FZPC","","2300","small_airport"
"aerodrome_FZQA","partner_FZQA","FZQA","FBM","4295","medium_airport"
"aerodrome_FZQC","partner_FZQC","FZQC","PWO","3425","small_airport"
"aerodrome_FZQD","partner_FZQD","FZQD","","3500","small_airport"
"aerodrome_FZQF","partner_FZQF","FZQF","","3855","small_airport"
"aerodrome_FZQG","partner_FZQG","FZQG","KEC","3146","small_airport"
"aerodrome_FZQH","partner_FZQH","FZQH","","5577","small_airport"
"aerodrome_FZQI","partner_FZQI","FZQI","","4261","small_airport"
"aerodrome_FZQJ","partner_FZQJ","FZQJ","","3707","small_airport"
