"id","partner_id/id","icao","iata","elevation","aerodrome_type"
"aerodrome_4TX8","partner_4TX8","4TX8","","705","small_airport"
"aerodrome_4TX9","partner_4TX9","4TX9","","1000","heliport"
"aerodrome_4U4","partner_4U4","4U4","","2589","small_airport"
"aerodrome_4U7","partner_4U7","4U7","","4247","small_airport"
"aerodrome_4U8","partner_4U8","4U8","","520","small_airport"
"aerodrome_4V6","partner_4V6","4V6","","3831","small_airport"
"aerodrome_4V8","partner_4V8","4V8","","1953","small_airport"
"aerodrome_4VA0","partner_4VA0","4VA0","","350","small_airport"
"aerodrome_4VA1","partner_4VA1","4VA1","","840","small_airport"
"aerodrome_4VA2","partner_4VA2","4VA2","","190","closed"
"aerodrome_4VA3","partner_4VA3","4VA3","","101","small_airport"
"aerodrome_4VA4","partner_4VA4","4VA4","","1150","small_airport"
"aerodrome_4VA5","partner_4VA5","4VA5","","640","small_airport"
"aerodrome_4VA6","partner_4VA6","4VA6","","48","small_airport"
"aerodrome_4VA7","partner_4VA7","4VA7","","1020","heliport"
"aerodrome_4VA8","partner_4VA8","4VA8","","125","small_airport"
"aerodrome_4VA9","partner_4VA9","4VA9","","420","small_airport"
"aerodrome_4VG2","partner_4VG2","4VG2","","250","small_airport"
"aerodrome_4W0","partner_4W0","4W0","","1636","small_airport"
"aerodrome_4W4","partner_4W4","4W4","","653","small_airport"
"aerodrome_4W6","partner_4W6","4W6","","75","closed"
"aerodrome_4W7","partner_4W7","4W7","","680","closed"
"aerodrome_4W8","partner_4W8","4W8","","35","small_airport"
"aerodrome_4W9","partner_4W9","4W9","","144","small_airport"
"aerodrome_4WA0","partner_4WA0","4WA0","","1120","small_airport"
"aerodrome_4WA1","partner_4WA1","4WA1","","920","small_airport"
"aerodrome_4WA2","partner_4WA2","4WA2","","184","small_airport"
"aerodrome_4WA3","partner_4WA3","4WA3","","52","heliport"
"aerodrome_4WA4","partner_4WA4","4WA4","","30","small_airport"
"aerodrome_4WA6","partner_4WA6","4WA6","","1500","small_airport"
"aerodrome_4WA7","partner_4WA7","4WA7","","256","heliport"
"aerodrome_4WA8","partner_4WA8","4WA8","","175","small_airport"
"aerodrome_4WA9","partner_4WA9","4WA9","","370","small_airport"
"aerodrome_4WI0","partner_4WI0","4WI0","","936","small_airport"
"aerodrome_4WI1","partner_4WI1","4WI1","","840","small_airport"
"aerodrome_4WI2","partner_4WI2","4WI2","","1640","small_airport"
"aerodrome_4WI3","partner_4WI3","4WI3","","900","closed"
"aerodrome_4WI4","partner_4WI4","4WI4","","1500","small_airport"
"aerodrome_4WI5","partner_4WI5","4WI5","","900","small_airport"
"aerodrome_4WI6","partner_4WI6","4WI6","","750","small_airport"
"aerodrome_4WI8","partner_4WI8","4WI8","","737","small_airport"
"aerodrome_4WI9","partner_4WI9","4WI9","","1164","closed"
"aerodrome_4WN2","partner_4WN2","4WN2","","1010","small_airport"
"aerodrome_4WN3","partner_4WN3","4WN3","","1300","small_airport"
"aerodrome_4WN4","partner_4WN4","4WN4","","1050","closed"
"aerodrome_4WN5","partner_4WN5","4WN5","","1155","small_airport"
"aerodrome_4WN6","partner_4WN6","4WN6","","608","heliport"
"aerodrome_4WN7","partner_4WN7","4WN7","","640","heliport"
"aerodrome_4WN8","partner_4WN8","4WN8","","616","heliport"
"aerodrome_4WN9","partner_4WN9","4WN9","","800","small_airport"
"aerodrome_4WV4","partner_4WV4","4WV4","","1220","small_airport"
"aerodrome_4XA2","partner_4XA2","4XA2","","320","small_airport"
"aerodrome_4XA3","partner_4XA3","4XA3","","1971","small_airport"
"aerodrome_4XA4","partner_4XA4","4XA4","","410","small_airport"
"aerodrome_4XA5","partner_4XA5","4XA5","","1004","small_airport"
"aerodrome_4XA6","partner_4XA6","4XA6","","7","heliport"
"aerodrome_4XA7","partner_4XA7","4XA7","","527","heliport"
"aerodrome_4XA8","partner_4XA8","4XA8","","2858","heliport"
"aerodrome_4XS0","partner_4XS0","4XS0","","210","small_airport"
"aerodrome_4XS1","partner_4XS1","4XS1","","430","small_airport"
"aerodrome_4XS2","partner_4XS2","4XS2","","795","small_airport"
"aerodrome_4XS3","partner_4XS3","4XS3","","30","heliport"
"aerodrome_4XS4","partner_4XS4","4XS4","","572","heliport"
"aerodrome_4XS5","partner_4XS5","4XS5","","350","small_airport"
"aerodrome_4XS6","partner_4XS6","4XS6","","1700","small_airport"
"aerodrome_4XS8","partner_4XS8","4XS8","","960","closed"
"aerodrome_4XS9","partner_4XS9","4XS9","","1300","small_airport"
"aerodrome_4Y1","partner_4Y1","4Y1","","982","small_airport"
"aerodrome_4Y8","partner_4Y8","4Y8","","800","small_airport"
"aerodrome_4Y9","partner_4Y9","4Y9","","1010","small_airport"
"aerodrome_4Z2","partner_4Z2","4Z2","","1300","small_airport"
"aerodrome_4Z5","partner_4Z5","4Z5","","3300","small_airport"
"aerodrome_4Z7","partner_4Z7","4Z7","WHD","","seaplane_base"
"aerodrome_4Z9","partner_4Z9","4Z9","","5","small_airport"
"aerodrome_50AK","partner_50AK","50AK","","95","small_airport"
"aerodrome_50AL","partner_50AL","50AL","","14","heliport"
"aerodrome_50AR","partner_50AR","50AR","","340","heliport"
"aerodrome_50AZ","partner_50AZ","50AZ","","5946","small_airport"
"aerodrome_50CA","partner_50CA","50CA","","174","heliport"
"aerodrome_50CL","partner_50CL","50CL","","58","heliport"
"aerodrome_50CO","partner_50CO","50CO","","5200","closed"
"aerodrome_50FD","partner_50FD","50FD","","120","small_airport"
"aerodrome_50FL","partner_50FL","50FL","","245","small_airport"
"aerodrome_50G","partner_50G","50G","","644","small_airport"
"aerodrome_50GA","partner_50GA","50GA","","202","small_airport"
"aerodrome_50II","partner_50II","50II","","890","small_airport"
"aerodrome_50IL","partner_50IL","50IL","","750","small_airport"
"aerodrome_50IN","partner_50IN","50IN","","575","closed"
"aerodrome_50IS","partner_50IS","50IS","","870","heliport"
"aerodrome_50K","partner_50K","50K","","1260","small_airport"
"aerodrome_50KS","partner_50KS","50KS","","1820","closed"
"aerodrome_50KY","partner_50KY","50KY","","915","small_airport"
"aerodrome_50LA","partner_50LA","50LA","","10","heliport"
"aerodrome_50LS","partner_50LS","50LS","","32","heliport"
"aerodrome_50M","partner_50M","50M","","780","small_airport"
"aerodrome_50MD","partner_50MD","50MD","","26","heliport"
"aerodrome_50MI","partner_50MI","50MI","","799","seaplane_base"
"aerodrome_50MN","partner_50MN","50MN","","1045","small_airport"
"aerodrome_50MO","partner_50MO","50MO","","1006","heliport"
"aerodrome_50MS","partner_50MS","50MS","","222","heliport"
"aerodrome_50NC","partner_50NC","50NC","","905","small_airport"
"aerodrome_50NE","partner_50NE","50NE","","1800","small_airport"
"aerodrome_50NJ","partner_50NJ","50NJ","","15","heliport"
"aerodrome_50NM","partner_50NM","50NM","","6440","small_airport"
"aerodrome_50NY","partner_50NY","50NY","","1050","small_airport"
"aerodrome_50OG","partner_50OG","50OG","","185","heliport"
"aerodrome_50OH","partner_50OH","50OH","","620","small_airport"
"aerodrome_50OI","partner_50OI","50OI","","760","closed"
"aerodrome_50OK","partner_50OK","50OK","","1260","heliport"
"aerodrome_50OR","partner_50OR","50OR","","3450","small_airport"
"aerodrome_50PA","partner_50PA","50PA","","620","small_airport"
"aerodrome_50PN","partner_50PN","50PN","","1210","heliport"
"aerodrome_50S","partner_50S","50S","","2228","small_airport"
"aerodrome_50SC","partner_50SC","50SC","","796","heliport"
"aerodrome_50TA","partner_50TA","50TA","","600","small_airport"
"aerodrome_50TE","partner_50TE","50TE","","1550","closed"
"aerodrome_50TN","partner_50TN","50TN","","400","small_airport"
"aerodrome_50TS","partner_50TS","50TS","","630","heliport"
"aerodrome_50TX","partner_50TX","50TX","","1598","small_airport"
"aerodrome_50VA","partner_50VA","50VA","","700","heliport"
"aerodrome_50WA","partner_50WA","50WA","","400","small_airport"
"aerodrome_50WI","partner_50WI","50WI","","775","closed"
"aerodrome_50WY","partner_50WY","50WY","","5255","heliport"
"aerodrome_50XA","partner_50XA","50XA","","3897","heliport"
"aerodrome_50XS","partner_50XS","50XS","","905","small_airport"
"aerodrome_51AK","partner_51AK","51AK","","400","small_airport"
"aerodrome_51AZ","partner_51AZ","51AZ","","5100","heliport"
"aerodrome_51CA","partner_51CA","51CA","","2806","small_airport"
"aerodrome_51CL","partner_51CL","51CL","","80","small_airport"
"aerodrome_51CO","partner_51CO","51CO","","7105","small_airport"
"aerodrome_51FD","partner_51FD","51FD","","95","small_airport"
"aerodrome_51FL","partner_51FL","51FL","","35","small_airport"
"aerodrome_51G","partner_51G","51G","","722","small_airport"
"aerodrome_51GA","partner_51GA","51GA","","920","small_airport"
"aerodrome_51IL","partner_51IL","51IL","","797","small_airport"
"aerodrome_51IN","partner_51IN","51IN","","670","small_airport"
"aerodrome_51IS","partner_51IS","51IS","","620","small_airport"
"aerodrome_51K","partner_51K","51K","","1020","small_airport"
"aerodrome_51KS","partner_51KS","51KS","","1420","small_airport"
"aerodrome_51KY","partner_51KY","51KY","","1220","heliport"
"aerodrome_51LA","partner_51LA","51LA","","15","small_airport"
"aerodrome_51LS","partner_51LS","51LS","","55","small_airport"
"aerodrome_51M","partner_51M","51M","","1050","small_airport"
"aerodrome_51MI","partner_51MI","51MI","","990","seaplane_base"
"aerodrome_51MN","partner_51MN","51MN","","1330","heliport"
"aerodrome_51MO","partner_51MO","51MO","","335","closed"
"aerodrome_51NC","partner_51NC","51NC","","355","small_airport"
"aerodrome_51NE","partner_51NE","51NE","","997","closed"
"aerodrome_51NJ","partner_51NJ","51NJ","","65","heliport"
"aerodrome_51NK","partner_51NK","51NK","","5","heliport"
"aerodrome_51NY","partner_51NY","51NY","","615","closed"
"aerodrome_51OH","partner_51OH","51OH","","740","small_airport"
"aerodrome_51OI","partner_51OI","51OI","","1035","small_airport"
"aerodrome_51OK","partner_51OK","51OK","","740","small_airport"
"aerodrome_51OR","partner_51OR","51OR","","182","heliport"
"aerodrome_51PA","partner_51PA","51PA","","540","small_airport"
"aerodrome_51PN","partner_51PN","51PN","","986","heliport"
"aerodrome_51SC","partner_51SC","51SC","","142","small_airport"
"aerodrome_51TA","partner_51TA","51TA","","744","heliport"
"aerodrome_51TE","partner_51TE","51TE","","546","small_airport"
"aerodrome_51TN","partner_51TN","51TN","","750","small_airport"
"aerodrome_51TS","partner_51TS","51TS","","770","heliport"
"aerodrome_51TX","partner_51TX","51TX","","540","small_airport"
"aerodrome_51VA","partner_51VA","51VA","","340","small_airport"
"aerodrome_51WA","partner_51WA","51WA","","580","small_airport"
"aerodrome_51WI","partner_51WI","51WI","","800","small_airport"
"aerodrome_51WT","partner_51WT","51WT","","1895","small_airport"
"aerodrome_51XS","partner_51XS","51XS","","10","heliport"
"aerodrome_51Z","partner_51Z","51Z","MNT","460","small_airport"
"aerodrome_52AK","partner_52AK","52AK","","63","closed"
"aerodrome_52AR","partner_52AR","52AR","","590","small_airport"
"aerodrome_52AZ","partner_52AZ","52AZ","","5585","small_airport"
"aerodrome_52B","partner_52B","52B","","1028","seaplane_base"
"aerodrome_52CA","partner_52CA","52CA","","1385","closed"
"aerodrome_52CL","partner_52CL","52CL","","3075","small_airport"
"aerodrome_52CN","partner_52CN","52CN","","3454","small_airport"
"aerodrome_52CO","partner_52CO","52CO","","7500","small_airport"
"aerodrome_52FA","partner_52FA","52FA","","73","small_airport"
"aerodrome_52FD","partner_52FD","52FD","","20","heliport"
"aerodrome_52FL","partner_52FL","52FL","","140","small_airport"
"aerodrome_52GA","partner_52GA","52GA","","900","heliport"
"aerodrome_52I","partner_52I","52I","","615","small_airport"
"aerodrome_52II","partner_52II","52II","","824","heliport"
"aerodrome_52IL","partner_52IL","52IL","","800","small_airport"
"aerodrome_52IN","partner_52IN","52IN","","452","small_airport"
"aerodrome_52IS","partner_52IS","52IS","","509","heliport"
"aerodrome_52K","partner_52K","52K","","1183","small_airport"
"aerodrome_52KS","partner_52KS","52KS","","935","small_airport"
"aerodrome_52KY","partner_52KY","52KY","","900","small_airport"
"aerodrome_52LA","partner_52LA","52LA","","700","closed"
"aerodrome_52MN","partner_52MN","52MN","","800","small_airport"
"aerodrome_52MO","partner_52MO","52MO","","700","small_airport"
"aerodrome_52NC","partner_52NC","52NC","","43","small_airport"
"aerodrome_52ND","partner_52ND","52ND","","1047","small_airport"
"aerodrome_52NE","partner_52NE","52NE","","4183","small_airport"
"aerodrome_52NJ","partner_52NJ","52NJ","","381","heliport"
"aerodrome_52NM","partner_52NM","52NM","","6940","small_airport"
"aerodrome_52NY","partner_52NY","52NY","","804","small_airport"
"aerodrome_52OH","partner_52OH","52OH","","800","heliport"
"aerodrome_52OI","partner_52OI","52OI","","1110","heliport"
"aerodrome_52OK","partner_52OK","52OK","","720","heliport"
"aerodrome_52OR","partner_52OR","52OR","","40","small_airport"
"aerodrome_52PA","partner_52PA","52PA","","980","small_airport"
"aerodrome_52PN","partner_52PN","52PN","","720","heliport"
"aerodrome_52S","partner_52S","52S","","3006","small_airport"
"aerodrome_52TA","partner_52TA","52TA","","755","small_airport"
"aerodrome_52TE","partner_52TE","52TE","","2100","small_airport"
"aerodrome_52TS","partner_52TS","52TS","","915","small_airport"
"aerodrome_52TX","partner_52TX","52TX","","4","heliport"
"aerodrome_52U","partner_52U","52U","","4494","small_airport"
"aerodrome_52VA","partner_52VA","52VA","","230","heliport"
"aerodrome_52WA","partner_52WA","52WA","","1620","small_airport"
"aerodrome_52WI","partner_52WI","52WI","","1450","small_airport"
"aerodrome_52XS","partner_52XS","52XS","","51","heliport"
"aerodrome_52Y","partner_52Y","52Y","","1350","small_airport"
"aerodrome_52Z","partner_52Z","52Z","","1300","seaplane_base"
"aerodrome_53AK","partner_53AK","53AK","","110","small_airport"
"aerodrome_53AR","partner_53AR","53AR","","1276","heliport"
"aerodrome_53AZ","partner_53AZ","53AZ","","6449","small_airport"
"aerodrome_53CA","partner_53CA","53CA","","1411","heliport"
"aerodrome_53CL","partner_53CL","53CL","","1317","small_airport"
"aerodrome_53CN","partner_53CN","53CN","","54","small_airport"
"aerodrome_53CO","partner_53CO","53CO","","4096","small_airport"
"aerodrome_53FD","partner_53FD","53FD","","80","small_airport"
"aerodrome_53FL","partner_53FL","53FL","","125","heliport"
"aerodrome_53GA","partner_53GA","53GA","","675","small_airport"
"aerodrome_53IA","partner_53IA","53IA","","813","small_airport"
"aerodrome_53II","partner_53II","53II","","760","small_airport"
"aerodrome_53IL","partner_53IL","53IL","","710","small_airport"
"aerodrome_53IN","partner_53IN","53IN","","818","small_airport"
"aerodrome_53IS","partner_53IS","53IS","","445","heliport"
"aerodrome_53K","partner_53K","53K","","1105","small_airport"
"aerodrome_53KS","partner_53KS","53KS","","1460","small_airport"
"aerodrome_53KY","partner_53KY","53KY","","1130","small_airport"
"aerodrome_53LA","partner_53LA","53LA","","","seaplane_base"
"aerodrome_53M","partner_53M","53M","","680","small_airport"
"aerodrome_53MI","partner_53MI","53MI","","980","heliport"
"aerodrome_53MN","partner_53MN","53MN","","1240","small_airport"
"aerodrome_53MO","partner_53MO","53MO","","475","heliport"
"aerodrome_53NC","partner_53NC","53NC","","95","small_airport"
"aerodrome_53ND","partner_53ND","53ND","","1894","small_airport"
"aerodrome_53NE","partner_53NE","53NE","","1090","small_airport"
"aerodrome_53NJ","partner_53NJ","53NJ","","65","heliport"
"aerodrome_53NV","partner_53NV","53NV","","4515","heliport"
"aerodrome_53NY","partner_53NY","53NY","","627","small_airport"
"aerodrome_53OH","partner_53OH","53OH","","721","small_airport"
"aerodrome_53OI","partner_53OI","53OI","","690","heliport"
"aerodrome_53OK","partner_53OK","53OK","","1280","small_airport"
"aerodrome_53OR","partner_53OR","53OR","","478","heliport"
"aerodrome_53PA","partner_53PA","53PA","","625","heliport"
"aerodrome_53PN","partner_53PN","53PN","","1360","heliport"
"aerodrome_53TA","partner_53TA","53TA","","1215","small_airport"
"aerodrome_53TE","partner_53TE","53TE","","906","heliport"
"aerodrome_53TS","partner_53TS","53TS","","715","small_airport"
"aerodrome_53TX","partner_53TX","53TX","","610","small_airport"
"aerodrome_53U","partner_53U","53U","","3060","small_airport"
"aerodrome_53VA","partner_53VA","53VA","","390","small_airport"
"aerodrome_53VG","partner_53VG","53VG","","41","small_airport"
"aerodrome_53W","partner_53W","53W","","940","small_airport"
"aerodrome_53WA","partner_53WA","53WA","","535","small_airport"
"aerodrome_53WI","partner_53WI","53WI","","1020","closed"
"aerodrome_53WT","partner_53WT","53WT","","290","heliport"
"aerodrome_53XS","partner_53XS","53XS","","30","small_airport"
"aerodrome_54AK","partner_54AK","54AK","","400","seaplane_base"
"aerodrome_54AR","partner_54AR","54AR","","390","small_airport"
"aerodrome_54AZ","partner_54AZ","54AZ","","177","small_airport"
"aerodrome_54CA","partner_54CA","54CA","","116","heliport"
"aerodrome_54CL","partner_54CL","54CL","","3410","small_airport"
"aerodrome_54CN","partner_54CN","54CN","","1595","small_airport"
"aerodrome_54CO","partner_54CO","54CO","","6316","heliport"
"aerodrome_54FD","partner_54FD","54FD","","41","heliport"
"aerodrome_54FL","partner_54FL","54FL","","150","heliport"
"aerodrome_54GA","partner_54GA","54GA","","890","small_airport"
"aerodrome_54II","partner_54II","54II","","800","small_airport"
"aerodrome_54IL","partner_54IL","54IL","","653","small_airport"
"aerodrome_54IN","partner_54IN","54IN","","815","heliport"
"aerodrome_54IS","partner_54IS","54IS","","766","small_airport"
"aerodrome_54KS","partner_54KS","54KS","","1020","small_airport"
"aerodrome_54KY","partner_54KY","54KY","","350","small_airport"
"aerodrome_54L","partner_54L","54L","","355","heliport"
"aerodrome_54LA","partner_54LA","54LA","","69","closed"
"aerodrome_54LL","partner_54LL","54LL","","688","heliport"
"aerodrome_54M","partner_54M","54M","","310","small_airport"
"aerodrome_54ME","partner_54ME","54ME","","415","small_airport"
"aerodrome_54MI","partner_54MI","54MI","","880","small_airport"
"aerodrome_54MN","partner_54MN","54MN","","980","small_airport"
"aerodrome_54MO","partner_54MO","54MO","","1530","closed"
"aerodrome_54NC","partner_54NC","54NC","","15","small_airport"
"aerodrome_54NH","partner_54NH","54NH","","785","heliport"
"aerodrome_54NJ","partner_54NJ","54NJ","","","seaplane_base"
"aerodrome_54NY","partner_54NY","54NY","","1940","small_airport"
"aerodrome_54OH","partner_54OH","54OH","","728","small_airport"
"aerodrome_54OI","partner_54OI","54OI","","9","heliport"
"aerodrome_54OK","partner_54OK","54OK","","687","small_airport"
"aerodrome_54OR","partner_54OR","54OR","","3590","heliport"
"aerodrome_54PA","partner_54PA","54PA","","1504","heliport"
"aerodrome_54PN","partner_54PN","54PN","","1199","heliport"
"aerodrome_54TA","partner_54TA","54TA","","610","small_airport"
"aerodrome_54TE","partner_54TE","54TE","","480","small_airport"
"aerodrome_54TS","partner_54TS","54TS","","1235","small_airport"
"aerodrome_54TX","partner_54TX","54TX","","1000","small_airport"
"aerodrome_54U","partner_54U","54U","","5750","heliport"
"aerodrome_54UT","partner_54UT","54UT","","4722","heliport"
"aerodrome_54VA","partner_54VA","54VA","","35","heliport"
"aerodrome_54W","partner_54W","54W","","815","small_airport"
"aerodrome_54WA","partner_54WA","54WA","","21","heliport"
"aerodrome_54WI","partner_54WI","54WI","","1300","small_airport"
"aerodrome_54X","partner_54X","54X","","570","small_airport"
"aerodrome_55AK","partner_55AK","55AK","","200","small_airport"
"aerodrome_55AL","partner_55AL","55AL","","562","heliport"
"aerodrome_55AZ","partner_55AZ","55AZ","","1309","small_airport"
"aerodrome_55CA","partner_55CA","55CA","","374","closed"
"aerodrome_55CL","partner_55CL","55CL","","346","small_airport"
"aerodrome_55CN","partner_55CN","55CN","","556","heliport"
"aerodrome_55CO","partner_55CO","55CO","","6512","heliport"
"aerodrome_55FD","partner_55FD","55FD","","251","small_airport"
"aerodrome_55FL","partner_55FL","55FL","","15","heliport"
"aerodrome_55G","partner_55G","55G","","780","small_airport"
"aerodrome_55GA","partner_55GA","55GA","","1044","heliport"
"aerodrome_55GE","partner_55GE","55GE","","887","small_airport"
"aerodrome_55H","partner_55H","55H","","5500","small_airport"
"aerodrome_55II","partner_55II","55II","","742","heliport"
"aerodrome_55IL","partner_55IL","55IL","","680","closed"
"aerodrome_55IN","partner_55IN","55IN","","790","small_airport"
"aerodrome_55IS","partner_55IS","55IS","","765","closed"
"aerodrome_55KS","partner_55KS","55KS","","1586","small_airport"
"aerodrome_55KY","partner_55KY","55KY","","548","closed"
"aerodrome_55LA","partner_55LA","55LA","","53","heliport"
"aerodrome_55LL","partner_55LL","55LL","","884","small_airport"
"aerodrome_55ME","partner_55ME","55ME","","600","small_airport"
"aerodrome_55MI","partner_55MI","55MI","","1000","closed"
"aerodrome_55MN","partner_55MN","55MN","","1004","small_airport"
"aerodrome_55MO","partner_55MO","55MO","","820","small_airport"
"aerodrome_55NC","partner_55NC","55NC","","80","heliport"
"aerodrome_55ND","partner_55ND","55ND","","2260","small_airport"
"aerodrome_55NE","partner_55NE","55NE","","1140","heliport"
"aerodrome_55NJ","partner_55NJ","55NJ","","185","balloonport"
"aerodrome_55NM","partner_55NM","55NM","","5218","small_airport"
"aerodrome_55NY","partner_55NY","55NY","","1645","small_airport"
"aerodrome_55OH","partner_55OH","55OH","","650","heliport"
"aerodrome_55OI","partner_55OI","55OI","","1140","small_airport"
"aerodrome_55OK","partner_55OK","55OK","","575","small_airport"
"aerodrome_55OL","partner_55OL","55OL","","1080","small_airport"
"aerodrome_55OR","partner_55OR","55OR","","253","small_airport"
"aerodrome_55PA","partner_55PA","55PA","","1350","small_airport"
"aerodrome_55S","partner_55S","55S","","1057","small_airport"
"aerodrome_55T","partner_55T","55T","","3475","small_airport"
"aerodrome_55TA","partner_55TA","55TA","","162","heliport"
"aerodrome_55TE","partner_55TE","55TE","","445","closed"
"aerodrome_55TN","partner_55TN","55TN","","900","heliport"
"aerodrome_55TX","partner_55TX","55TX","","39","small_airport"
"aerodrome_55VA","partner_55VA","55VA","","1840","heliport"
"aerodrome_55WA","partner_55WA","55WA","","1670","small_airport"
"aerodrome_55WI","partner_55WI","55WI","","985","small_airport"
"aerodrome_55XA","partner_55XA","55XA","","28","heliport"
"aerodrome_55XS","partner_55XS","55XS","","1001","small_airport"
"aerodrome_56AK","partner_56AK","56AK","","300","small_airport"
"aerodrome_56AR","partner_56AR","56AR","","283","heliport"
"aerodrome_56AZ","partner_56AZ","56AZ","","1193","small_airport"
"aerodrome_56CA","partner_56CA","56CA","","345","heliport"
"aerodrome_56CL","partner_56CL","56CL","","263","small_airport"
"aerodrome_56CO","partner_56CO","56CO","","6660","heliport"
"aerodrome_56FD","partner_56FD","56FD","","130","small_airport"
"aerodrome_56FL","partner_56FL","56FL","","246","small_airport"
"aerodrome_56G","partner_56G","56G","","745","small_airport"
"aerodrome_56GA","partner_56GA","56GA","","1215","heliport"
"aerodrome_56II","partner_56II","56II","","799","heliport"
"aerodrome_56IL","partner_56IL","56IL","","965","small_airport"
"aerodrome_56IN","partner_56IN","56IN","","766","small_airport"
"aerodrome_56IS","partner_56IS","56IS","","690","small_airport"
"aerodrome_56KS","partner_56KS","56KS","","3000","heliport"
"aerodrome_56KY","partner_56KY","56KY","","657","heliport"
"aerodrome_56LA","partner_56LA","56LA","","180","small_airport"
"aerodrome_56LL","partner_56LL","56LL","","810","small_airport"
"aerodrome_56MI","partner_56MI","56MI","","597","heliport"
"aerodrome_56MN","partner_56MN","56MN","","1015","small_airport"
"aerodrome_56MO","partner_56MO","56MO","","1376","small_airport"
"aerodrome_56MU","partner_56MU","56MU","","1270","heliport"
"aerodrome_56NC","partner_56NC","56NC","","960","small_airport"
"aerodrome_56NE","partner_56NE","56NE","","1967","small_airport"
"aerodrome_56NJ","partner_56NJ","56NJ","","28","heliport"
"aerodrome_56NK","partner_56NK","56NK","","1026","heliport"
"aerodrome_56NY","partner_56NY","56NY","","342","small_airport"
"aerodrome_56OH","partner_56OH","56OH","","1195","small_airport"
"aerodrome_56OI","partner_56OI","56OI","","898","small_airport"
"aerodrome_56OK","partner_56OK","56OK","","1080","small_airport"
"aerodrome_56OR","partner_56OR","56OR","","338","heliport"
"aerodrome_56PA","partner_56PA","56PA","","430","small_airport"
"aerodrome_56PN","partner_56PN","56PN","","30","heliport"
"aerodrome_56S","partner_56S","56S","","12","small_airport"
"aerodrome_56TA","partner_56TA","56TA","","578","heliport"
"aerodrome_56TE","partner_56TE","56TE","","871","heliport"
"aerodrome_56TS","partner_56TS","56TS","","558","small_airport"
"aerodrome_56TX","partner_56TX","56TX","","440","small_airport"
"aerodrome_56VA","partner_56VA","56VA","","12","heliport"
"aerodrome_56WA","partner_56WA","56WA","","880","heliport"
"aerodrome_56WI","partner_56WI","56WI","","1190","small_airport"
"aerodrome_56XS","partner_56XS","56XS","","80","heliport"
"aerodrome_57A","partner_57A","57A","TKI","","seaplane_base"
"aerodrome_57AK","partner_57AK","57AK","","120","seaplane_base"
"aerodrome_57AL","partner_57AL","57AL","","190","small_airport"
"aerodrome_57AZ","partner_57AZ","57AZ","","2940","small_airport"
"aerodrome_57B","partner_57B","57B","","92","small_airport"
"aerodrome_57CA","partner_57CA","57CA","","126","closed"
"aerodrome_57CL","partner_57CL","57CL","","2499","small_airport"
"aerodrome_57CN","partner_57CN","57CN","","175","small_airport"
"aerodrome_57CO","partner_57CO","57CO","","5436","closed"
"aerodrome_57D","partner_57D","57D","","632","small_airport"
"aerodrome_57FA","partner_57FA","57FA","","72","small_airport"
"aerodrome_57FD","partner_57FD","57FD","","70","closed"
"aerodrome_57FL","partner_57FL","57FL","","153","closed"
"aerodrome_57GA","partner_57GA","57GA","","1946","small_airport"
"aerodrome_57II","partner_57II","57II","","930","small_airport"
"aerodrome_57IL","partner_57IL","57IL","","1065","heliport"
"aerodrome_57IN","partner_57IN","57IN","","660","heliport"
"aerodrome_57IS","partner_57IS","57IS","","420","small_airport"
"aerodrome_57K","partner_57K","57K","","900","small_airport"
"aerodrome_57KY","partner_57KY","57KY","","1700","small_airport"
"aerodrome_57LA","partner_57LA","57LA","","41","heliport"
"aerodrome_57MA","partner_57MA","57MA","","38","heliport"
"aerodrome_57ME","partner_57ME","57ME","","441","small_airport"
"aerodrome_57MI","partner_57MI","57MI","","888","closed"
"aerodrome_57MN","partner_57MN","57MN","","1119","seaplane_base"
"aerodrome_57MO","partner_57MO","57MO","","325","heliport"
"aerodrome_57NC","partner_57NC","57NC","","1940","small_airport"
"aerodrome_57ND","partner_57ND","57ND","","1020","small_airport"
"aerodrome_57NE","partner_57NE","57NE","","3259","small_airport"
"aerodrome_57NM","partner_57NM","57NM","","6164","small_airport"
"aerodrome_57NY","partner_57NY","57NY","","135","heliport"
"aerodrome_57OH","partner_57OH","57OH","","820","small_airport"
"aerodrome_57OI","partner_57OI","57OI","","1100","small_airport"
"aerodrome_57OK","partner_57OK","57OK","","600","heliport"
"aerodrome_57OR","partner_57OR","57OR","","380","closed"
"aerodrome_57PA","partner_57PA","57PA","","1680","small_airport"
"aerodrome_57PN","partner_57PN","57PN","","360","small_airport"
"aerodrome_57TA","partner_57TA","57TA","","837","heliport"
"aerodrome_57TE","partner_57TE","57TE","","2296","small_airport"
"aerodrome_57TS","partner_57TS","57TS","","660","heliport"
"aerodrome_57TX","partner_57TX","57TX","","325","small_airport"
"aerodrome_57VA","partner_57VA","57VA","","725","small_airport"
"aerodrome_57WA","partner_57WA","57WA","","1155","small_airport"
"aerodrome_57WI","partner_57WI","57WI","","878","heliport"
"aerodrome_57XS","partner_57XS","57XS","","800","small_airport"
"aerodrome_58A","partner_58A","58A","","2000","seaplane_base"
"aerodrome_58AK","partner_58AK","58AK","","100","small_airport"
"aerodrome_58AR","partner_58AR","58AR","","1067","small_airport"
"aerodrome_58AZ","partner_58AZ","58AZ","","5115","small_airport"
